,average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,review_count,useful,user_id,yelping_since
150,3.8200000000000003,213,34,213,223,9,26,78,57,154,15,95,840,"2010,2011,2012,2013,2014,2015",103,943,Monica,686,1539,ae4b88cb8289440d0762932d109c998f,2006-11-08 18:36:50
151,4.18,318,19,318,227,7,28,122,39,223,13,156,3375,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",93,1681,Nobbi,1101,4340,2e8042859ace655a068772f576c6174e,2006-11-29 20:02:02
152,3.89,112,2,112,41,0,4,12,42,57,3,35,930,"2015,2016,2017,2018",61,538,Lana,420,1283,95b2c0e142d03bdddede35f1df0213f2,2013-07-05 02:39:05
153,3.63,200,2,200,85,1,7,23,59,83,14,70,1980,"2016,2017,2018",68,1182,Missy,205,2467,5c06fd3b7da92d0fa5ba0ed98d48413d,2014-09-16 04:25:04
154,3.62,114,4,114,71,1,8,46,34,130,6,24,421,"2013,2014,2015,2016,2017,2018",59,359,Christina,553,963,f4168ee4cff46e743ac71721c1bc06a9,2010-07-02 03:53:52
155,3.87,0,0,0,1,0,0,0,0,3,0,3,44,,4,65,Johnny,85,133,2790e1c613094a1c31f2bf0d056bb9fa,2009-09-19 19:11:24
156,3.93,2,0,2,0,0,1,7,1,6,0,1,75,2016,7,89,Hugh,175,322,94c152f6beca7077bfb6c396dd052e48,2011-03-07 06:36:24
157,3.7800000000000002,738,4,738,238,3,17,150,54,502,11,87,2334,"2010,2011,2012,2013,2014,2015,2016,2017,2018",102,1069,Annie,1067,3283,0203c5bcb128c5d37f3ea7f14cb3acef,2009-09-14 07:04:15
158,3.75,10,3,10,4,0,2,2,5,6,1,5,55,,5,35,Candace,56,113,b05d665f676abcae33263bf625b2eb4b,2010-10-05 23:00:41
159,3.93,0,0,0,0,0,0,0,0,0,0,0,2,,1,7,Katie,42,33,7611b4e33936700ca54240acee72c4cb,2016-04-07 01:34:10
160,2.89,2,0,2,1,0,0,2,0,0,0,0,15,,1,40,Adam,48,93,0284e52757573de8161160c9014f3044,2010-01-18 04:27:52
161,3.46,2,0,2,2,0,1,3,1,1,0,1,40,2015,4,31,Paula Denise,71,79,b3c26cc915cfdb10c7cb2b96d00282d8,2009-06-22 05:14:18
162,3.77,107,4,107,43,0,5,41,34,107,2,27,1553,"2012,2013,2014,2015,2016,2017,2018",76,1250,Carol,736,2282,b1461f385bf53fc11dce9391cdb4877e,2009-01-06 22:11:34
163,3.44,1,0,1,5,0,0,5,0,2,0,2,10,,5,20,Julie,25,24,2e3714f95b1c9ae307b89d258fea7546,2014-02-25 09:08:41
164,4.03,97,1,97,16,0,2,27,41,53,2,33,2992,"2016,2017,2018",110,1914,Vladmir,1008,4040,950ee82fa461421bf603e3179b4e6ad7,2014-09-02 17:11:00
165,3.73,585,50,585,632,45,35,181,138,274,28,186,4464,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",364,3635,Cynthia,1988,6923,58e6e5748b47e81816749047d10177e8,2006-02-10 00:25:28
166,3.54,32,3,32,12,2,0,33,0,13,0,3,367,"2008,2009,2010,2011,2012,2013",8,314,Stephanie,239,671,6bfcd7e4163b5e2b5ed76c82ed15b0af,2008-01-19 17:07:59
167,3.83,6,0,6,1,0,0,2,0,7,0,0,84,"2016,2017,2018",4,62,Brandon,179,203,50a439ac76d3bc765dec4a0f3c41ffb6,2013-04-07 14:45:34
168,3.8200000000000003,476,12,476,306,21,57,218,163,590,53,297,4213,"2011,2012,2013,2014,2015,2016,2017,2018",168,3835,Claudia,1286,5920,73b0dcef82428a1da7324dfe6b5865d6,2010-07-06 18:51:49
169,3.66,1143,273,1143,1194,122,136,747,221,2485,235,322,3162,"2009,2010,2011,2012,2013",119,4304,Eugine,310,3314,1de32aaad31d8fde70d498dc27250127,2009-03-23 16:26:15
170,4.13,7,1,7,7,0,3,3,0,8,0,11,77,"2015,2016,2017,2018",7,46,Nicole,119,193,469dddbac5a26bf93f66d0e34280da04,2015-06-24 01:47:23
171,3.5700000000000003,71,0,71,13,2,7,23,10,116,3,6,134,,19,82,Angela,43,162,226e35ca8f875b14058002bc00d79511,2011-04-11 20:20:53
172,3.94,362,1,362,116,2,21,150,26,375,10,180,2416,"2010,2011,2012,2013,2014,2015,2016,2017,2018",118,2008,Brad,843,3723,9e0ac4f81ed67a38752c09e0bda8a028,2008-06-09 18:57:58
173,3.61,219,24,219,160,2,14,68,35,125,19,82,1446,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",116,1126,Lena,985,2613,9db4cfb20d1d4fc3e4c751927390cb44,2006-09-18 00:41:12
174,3.83,1,0,1,0,0,1,1,1,1,0,1,14,,0,8,Iman,35,22,f357884c9ec9f1399af54237f56a1e00,2014-08-18 18:08:58
175,3.74,2,0,2,1,0,0,4,0,6,0,3,31,,4,11,Cheryl,73,71,435df3dca65c573a4d71fc39ab57763b,2012-06-27 00:32:55
176,3.64,12,0,12,6,0,1,11,7,18,2,10,485,"2010,2011,2012",20,222,Sam,819,1084,add4df625a704d91ea4c99ac6ffb035e,2007-01-19 08:02:34
177,3.06,0,0,0,0,0,0,0,0,1,0,0,6,,0,20,Anthony,63,35,aee7fab52401348ffc9a34ff68fb3dda,2012-03-12 04:31:55
178,4.11,167,21,167,155,4,6,127,31,130,10,29,261,2011,45,160,Melissa,100,392,698ae53f0b4596216e651899112392a7,2010-12-02 16:59:32
179,3.7800000000000002,55,1,55,11,2,2,22,12,68,3,7,697,2018,33,590,John,326,942,9953578f0c8a0b9d57b24875b171cfc4,2010-01-17 19:28:10
180,3.63,1,0,1,1,0,0,3,0,1,0,1,14,,5,15,Javier,60,70,2df2d1147880d0dc658e01f3b05a0d6d,2010-04-21 03:33:25
181,3.86,26,0,26,14,0,5,6,3,9,2,15,166,"2010,2011,2012,2016,2017,2018",15,123,Nancy,266,337,a1b76ae03293c61b48067f57305fc168,2008-03-08 04:08:46
182,3.41,16,0,16,23,0,3,9,0,8,0,9,87,"2012,2013,2014",4,40,Jennifer,58,193,380e678e733b60997833830c06c5e738,2009-09-24 22:32:28
183,4.24,65,5,65,43,5,3,32,2,65,2,22,404,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",44,294,Dorise,405,672,d002aa4a7ac1a5653251399d6966ee10,2009-05-29 04:38:34
184,4.0,10,1,10,5,0,1,6,1,6,0,5,119,"2011,2012,2013,2015,2016,2017",8,60,Lindsay,279,419,b9991b4a4dd0aa0bcba48faf2ca93fec,2010-12-09 20:40:41
185,4.3,2,0,2,0,0,0,4,0,0,0,0,14,,4,35,C,39,75,10c1be5f49676eeb4345563c1cecaab4,2010-04-02 02:14:43
186,3.95,114,9,114,75,4,13,44,10,84,11,53,2429,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",173,2065,Misha,4075,3736,2bb3470d6e5f05deb53220a96d1646bc,2007-10-29 08:53:07
187,4.14,17,2,17,4,0,0,1,1,4,0,1,67,,11,40,Jennifer,51,102,db0252470238e9cf912929c26711b8aa,2010-05-04 02:09:25
188,3.9,1,1,1,2,0,1,4,0,2,0,2,43,"2016,2017",5,32,Jolanda,195,117,70a960972994b7f2941dd8f244755c84,2015-09-12 17:26:24
189,3.73,4,0,4,2,0,0,4,1,1,0,1,42,"2011,2012,2013",6,16,Amanda,77,123,c2263e12e02f7ab7cc0bed0fd9dfe479,2010-12-09 22:22:33
190,3.41,1,0,1,0,0,0,1,0,4,1,0,17,,7,16,Jeffrey,58,83,09f43160abeb2eb7d0e0099134ebcd7c,2011-05-26 20:37:10
191,3.9,88,3,88,132,2,21,11,27,67,24,68,1956,"2016,2017,2018",63,1803,Alizen,332,2531,6e160e310b9e61ce1aed053ed3d8441f,2014-03-28 00:28:57
192,4.08,14,0,14,9,1,5,3,0,1,0,9,150,2011,7,109,Lindsay,91,265,a45d9ac9d8c0b7ddf537cda4b373e800,2010-09-18 19:26:54
193,4.16,9,0,9,1,0,0,4,2,11,0,1,112,2018,10,69,Dustin,322,255,594264d5f18db6bda0fb64fb47f92807,2010-01-05 06:58:27
194,3.22,96,7,96,59,5,12,57,8,61,1,16,763,"2007,2008,2009,2010,2011,2012,2016,2017,2018",55,760,Dave,398,1264,7f44ef04888130f35dbec3d2d8cb60d1,2006-01-07 14:11:32
195,3.51,4,0,4,1,0,3,1,0,2,0,0,44,,4,49,Whitney,190,197,ba6aa0fa076f30d9662a2845713f4205,2007-09-11 19:23:17
196,3.75,20,3,20,15,0,2,13,0,10,0,5,183,"2009,2010,2011,2015",22,136,Rob,371,320,484c3312139023a46a14ddc263b43074,2008-02-29 21:27:25
197,3.77,583,11,583,377,4,30,156,64,659,6,161,1926,"2013,2014,2015,2016,2017,2018",86,1386,Susan,349,2553,166936ceba6051a69aa832f3e13cf776,2013-04-08 01:10:23
198,2.88,0,0,0,0,0,0,1,0,1,0,0,4,,2,10,Persian Princess,24,20,a9a3ffc46cc43f7b7ecc568d57a8004e,2011-10-15 04:58:51
199,4.03,155,13,155,122,1,13,97,58,116,13,49,396,"2010,2011,2018",46,289,Miriam,152,589,5b18423120fc737f6a394b714d0c0e75,2009-08-06 16:27:10
200,4.29,2104,11,2104,748,18,53,510,339,7270,25,388,10883,"2014,2015,2016,2017,2018",233,5118,Paul,1093,11693,1cdc71e72a6015e0e5efc6bb25f99f96,2011-02-21 01:40:09
201,3.66,155,4,155,35,3,11,114,11,231,7,42,423,,34,549,Gary Royale,352,663,2fda92d63d536ec152cb2043a39d58fe,2008-08-09 16:34:25
202,3.69,6,4,6,12,0,10,10,4,10,1,9,120,,23,73,Valerie,42,195,e4d85dce9011de0a2ff2e98d5207a6c3,2012-02-06 05:58:15
203,4.02,28,2,28,11,3,8,34,3,20,4,17,265,2011,35,221,Mitty,391,610,10f9ee57115bbe46b67d2ec4adbbe03c,2010-10-03 09:45:14
204,2.87,0,0,0,0,0,0,1,0,0,0,0,2,,0,1,Jason,28,4,a1571d5a3d06e2c1b14fc201bcdd041c,2016-10-26 02:44:04
205,3.49,8,0,8,14,0,1,16,1,26,1,5,77,"2012,2013,2014,2015",4,70,Janine,143,301,abac30713ed17be38eb3b7273c05acee,2011-09-14 18:29:02
206,3.7199999999999998,260,40,260,201,3,10,125,40,135,10,74,995,"2011,2012,2013,2014,2015,2016",75,1244,Andrea,395,1582,05710d8a2bc37b97720373eb4fa2dca1,2010-11-06 14:47:00
207,3.67,1,0,1,13,0,1,5,0,3,0,2,136,2018,7,59,Jennifer,307,300,bfb55076bb1f5f82057f270a7989fb51,2012-08-27 03:24:06
208,4.38,10,0,10,2,0,2,5,0,6,0,1,62,"2014,2015,2016",16,43,Amy,329,227,277cdc6ff2ca08d4dadb78f7f0c5bab1,2013-05-19 02:09:12
209,3.95,161,8,161,126,1,15,126,38,101,10,45,1515,"2014,2015",90,991,Jade,638,2131,7e9e4d23c830b44e1f11b66780be5add,2012-05-11 22:26:21
210,3.32,299,2,299,93,1,39,212,95,505,13,79,4848,,265,3447,Kenneth,6738,7937,2cc759a502fc7abfafb5af2d4984901a,2011-06-10 03:52:07
211,4.18,20,0,20,7,0,0,3,4,3,0,12,64,"2016,2017,2018",10,39,Chloe,113,185,927e91d7af42c993df747881b5d820fa,2013-06-24 05:08:30
212,3.98,87,3,87,65,4,20,23,10,72,3,36,396,"2010,2011,2012,2013,2014,2015",37,308,Michelle,261,640,089b0d52ef21c973c38263822e74cbb1,2009-03-23 06:26:50
213,3.65,45,1,45,19,4,9,43,37,59,3,53,1733,"2013,2014,2015,2016,2017,2018",134,1406,Rick,1810,3714,eecf10eef322693f2a4a6401426fbcd6,2012-10-18 22:11:11
214,4.22,40,2,40,40,2,2,21,3,68,1,15,250,2011,19,136,Lara,141,368,bb78f07f14a7de8d0f55dacd76582fa5,2010-04-30 20:29:14
215,3.91,0,0,0,0,0,0,0,0,0,0,1,4,,3,1,Samantha,47,11,96a905103cefee9d22d9a56e81814a73,2014-08-30 23:17:03
216,3.95,977,284,977,1246,17,62,431,143,582,36,85,2895,"2006,2007,2008,2009,2010,2011",113,2612,Stanley,574,2861,b996f6061faf85365f36db0069ee5b05,2006-03-18 08:20:36
217,3.71,11,0,11,3,0,1,5,0,4,1,4,80,"2012,2013,2014,2015,2016",12,108,Ian,179,347,7d4df3a3d09a5717c0bb3c786ebd4542,2009-05-13 02:14:53
218,3.93,0,0,0,0,0,0,0,0,0,0,0,7,,0,7,Jason,30,23,804220905a3d3e8ff02ab8efdf94da79,2014-06-25 17:23:54
219,4.03,3,0,3,3,0,1,3,1,6,0,1,51,"2016,2017,2018",3,27,Jacky,69,95,22ca943be0c0b0b62c1585710a42164f,2011-02-03 01:12:50
220,3.83,0,0,0,0,0,0,2,0,2,0,1,8,,1,13,Rachel,44,23,05487fb75efad23ef19b664705f1ce34,2009-01-10 02:43:29
221,4.09,2,0,2,0,0,0,2,0,0,0,0,35,,2,13,Amanda,45,88,58be8761b3520c7ab3b79c10ae54ebdf,2010-05-22 05:30:39
222,3.87,654,0,654,225,8,21,189,118,594,13,198,2089,"2011,2012,2013,2014,2015,2016,2017,2018",104,1466,LJ,571,2737,42cf0363010861e23889c53ccc88e624,2011-03-07 07:24:57
223,3.5700000000000003,907,30,907,629,17,86,283,160,775,78,448,4370,"2011,2012,2013,2014,2015,2016,2017,2018",164,3441,Denise,2523,6855,855d83d0b0b751f48d4b899cc487ff8d,2008-04-18 01:20:33
224,4.19,829,68,829,770,63,83,229,115,591,56,903,17440,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",891,15788,Steph,3379,21901,6ed1da4f67b67da5647f7fef90354323,2008-07-09 06:30:28
225,3.49,52,2,52,78,0,3,28,56,50,1,12,1166,"2017,2018",112,694,Imani,92,1420,2cdc3904270b82b91b020bc44eb5165e,2013-02-12 07:24:34
226,3.56,57,3,57,33,3,2,24,4,98,5,25,475,"2010,2011,2012,2013,2014,2015",39,376,Tamar,600,1329,07d85e03aaa86dafdd07ec4ba926b714,2008-05-31 21:58:02
227,3.83,1,0,1,1,0,0,2,1,1,0,0,6,,3,7,Amy,29,30,6d2f778e5a703078964707ec89411c2c,2011-12-29 16:20:30
228,3.8,2,0,2,0,0,0,1,0,2,0,0,15,"2016,2017",0,13,Anthony,58,102,79475ca09297740ea2550c098e9f1ad0,2014-12-29 04:27:16
229,4.21,224,29,224,217,6,20,69,21,213,17,51,2572,,86,1573,Infodiva,816,2878,9c189b4ccd07eea3f425cb31441d6e41,2007-09-16 03:13:48
230,4.23,39,5,39,26,2,4,13,2,20,0,11,183,"2011,2012,2013,2014,2015,2016",21,194,Molly,112,416,f1d8e43f99e340ea6b214ea8499eee9a,2008-09-30 03:27:37
231,3.36,8,0,8,2,0,0,4,0,2,1,4,69,"2017,2018",6,27,Raina,116,114,83017ac9e8a83fc7b20f71d64edb375e,2013-12-03 05:35:58
232,3.64,11,4,11,7,0,2,11,2,1,1,1,81,"2009,2010,2017",11,89,Cassandra,67,163,0982f7ade714ad038a2639dd8ab802e7,2008-06-03 03:54:22
233,4.32,5,0,5,0,0,3,1,0,5,1,4,27,"2016,2017",7,21,Lydia,107,112,fb93a542873361d9b24470efe330c2d1,2011-01-28 18:37:38
234,3.89,141,15,141,91,6,12,59,16,83,4,29,959,"2006,2007,2008,2009,2010",53,388,Jason,586,1243,751a3847651b47c774a48536abee3148,2005-08-12 22:47:26
235,3.95,13,0,13,5,0,0,7,2,4,1,11,122,"2014,2015,2016,2017,2018",9,127,Kirsten,159,288,be38541ba797d3d445a519d24b279066,2013-08-18 01:07:33
236,3.5700000000000003,61,3,61,23,5,14,22,2,44,1,27,756,"2013,2014,2015,2016,2017,2018",75,505,Tunaidi,1418,1889,571337160ff0373e01f4710419907bf8,2011-05-15 15:24:28
237,4.12,2,0,2,0,0,0,0,1,2,0,2,44,"2017,2018",4,20,Lillian,101,106,ad7a6cc923bff587101d41a6b13c24ef,2017-01-13 06:18:18
238,4.23,21,0,21,9,0,1,7,6,12,0,9,266,"2016,2017,2018",24,175,Amber,140,412,c594b86e0d3145fdd178f2257fe27590,2015-09-14 02:18:12
239,4.51,12,1,12,3,0,1,3,0,7,0,1,86,"2017,2018",2,83,Robelle,142,235,1945bbbd9108d0dd63d187bf5c0fb5e4,2008-11-22 00:49:21
240,3.59,31,0,31,15,0,6,11,2,19,1,17,169,"2011,2012,2013,2016,2017,2018",20,197,Jim,108,297,62a6bc6e0f3974ecb99e5596b89ec7cb,2011-06-06 15:23:06
241,3.33,2,0,2,1,0,0,1,1,0,1,0,12,,0,10,Arif,42,31,5cc165a6e9a75fca882c75987d8a7657,2012-12-23 18:01:18
242,3.84,29,0,29,29,6,3,16,17,28,3,26,674,"2014,2015,2016,2017,2018",70,350,Olivia,491,1212,cf4ed00d142c6c342518df23713b278f,2012-12-16 02:44:11
243,4.0,200,1,200,96,0,3,42,58,85,5,57,1283,"2015,2016,2017,2018",142,818,Alice,200,1857,5264ce40b7d1d6fd6b99f732fe284f36,2014-12-21 21:26:48
244,3.84,167,7,167,136,8,27,46,17,104,27,117,1734,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",64,1471,Tiffany,457,2140,01d1454c79e970bea1312101def9eecf,2008-02-03 07:46:45
245,4.51,16,6,16,17,0,2,12,2,11,1,2,70,2015,18,57,Jaimarie,66,112,b890efe0f004e30c6bed1a06e1774445,2011-07-20 06:02:06
246,3.69,288,0,288,88,0,5,63,25,127,0,48,319,2015,22,278,Ollan,63,410,8f1b0affa711d90bc99f36015bf7449a,2010-09-17 21:05:07
247,3.6,53,1,53,40,0,5,17,1,35,0,23,359,"2012,2013,2014,2015,2016,2017,2018",28,167,Faith,571,1001,171fde27a24003634ff7827b0bdc7b12,2011-03-05 13:35:13
248,3.83,17,3,17,10,0,2,12,2,26,1,7,217,"2010,2011,2012,2013,2014,2015,2016",23,252,Tina,578,498,1c6c16b4196058cb4d4d06ec2c383e45,2008-05-01 06:11:26
249,4.18,141,1,141,53,0,6,65,72,96,7,31,4664,"2016,2017,2018",154,3174,Poco,510,6584,2b5a772d606cb8d2b44b7ac88aeae27c,2011-07-12 14:49:14
250,3.71,213,2,213,33,0,4,70,30,126,3,42,827,"2013,2014,2015,2016,2017,2018",52,507,Brian,698,1587,513815005b0ea838848d13ade0824817,2012-07-28 03:27:45
251,4.08,2651,47,2651,2033,8,209,653,2560,1988,181,317,14942,"2016,2017,2018",249,10416,Joanna,538,15430,23cf6ac86d2514f200b2b57d164de794,2010-01-21 20:04:26
252,4.23,0,0,0,0,0,1,0,0,0,0,0,23,2018,5,16,Amy,77,68,f20c32ebb49eb5c9dcdbc99b38ecf72d,2011-04-03 15:30:50
253,2.77,0,0,0,0,0,0,5,1,3,0,0,305,,1,334,Jenny,94,409,434eaf79f6cf25126a3d3d2cddb52931,2012-11-11 01:48:05
254,4.08,3,0,3,1,0,0,2,0,2,0,1,24,"2014,2015",3,12,Brianna,96,58,5ff523f3da8d22767b9cdc14ff28168f,2013-05-30 02:35:09
255,3.77,3,0,3,0,0,0,0,0,2,0,0,30,"2017,2018",0,25,Anthony,95,97,c5d18aa895f1c30c73d6abee48ae152a,2014-06-19 17:28:49
256,3.25,2,1,2,5,1,0,3,1,10,0,2,66,,10,86,Imho,137,243,f6249e4c251932c75453390201adc721,2008-04-10 06:24:14
257,3.89,0,0,0,0,0,0,1,1,1,0,0,16,,1,26,Rob,34,59,f7cf445a8733eb9f8e7587bd4fcf5470,2009-09-13 00:46:17
258,3.7800000000000002,467,52,467,325,14,42,149,118,231,40,251,4575,"2011,2012,2013,2014,2015,2016,2017,2018",271,2970,Janet,1177,6235,211509420d2cab6103d764e46a1ab1ce,2008-05-13 04:19:38
259,3.13,0,0,0,0,0,0,2,0,4,0,1,28,,3,35,Dean,36,127,ac7448c2ba70d6e29f78cdb82783ff23,2011-01-03 00:52:04
260,4.22,5,0,5,8,0,0,2,6,3,0,3,40,"2017,2018",5,22,Nicky D,86,91,fd00fa558eba21582eb09b1592c3364d,2016-10-16 12:10:39
261,3.74,532,3,532,252,0,24,74,363,336,8,174,6548,"2015,2016,2017,2018",101,4143,Rashmi,454,7485,54497cf493670f95327bab7c4ad292de,2014-03-20 05:59:02
262,3.75,28,2,28,20,0,3,9,5,32,1,10,267,"2014,2015,2016,2017,2018",22,105,Mariah,231,583,6fe18ca65c7bcd42d014ebd441d7c108,2012-03-18 22:04:51
263,3.63,12,0,12,7,0,4,19,0,14,3,8,177,"2009,2010,2011,2012,2013,2014,2015",17,128,Erika,160,492,1cea739a0807943bbcc2187975577ec2,2008-09-19 02:35:18
264,2.87,0,0,0,0,0,0,3,0,0,0,0,9,,1,14,Roxell,51,44,a7ebaf9940ab641994228fd744cb6916,2015-02-19 08:38:36
265,3.7,1030,6,1030,1174,11,186,276,146,354,161,581,10373,"2014,2015,2016,2017,2018",158,9361,Raymond,1137,11698,9e1eceddf7ed913711e3d4060f7bfa2e,2013-07-22 18:23:16
266,4.07,93,2,93,76,6,5,38,0,79,0,23,486,"2009,2010,2011",15,450,Brad,116,578,b849c6325ed3fce554b28eac252f8407,2008-12-04 03:47:58
267,4.29,28,0,28,4,0,4,6,8,20,1,19,161,"2016,2017",15,134,Chad,85,286,28f56ecdaa480b18e9d7e1e77687d565,2013-07-06 23:30:17
268,3.51,10,0,10,9,3,4,17,3,37,4,34,822,,54,539,DineoutGal,840,2650,9f78653ccb00279d3cd1ef3bcae4fc7f,2009-04-30 01:45:24
269,3.94,0,0,0,0,0,0,3,0,0,0,0,34,,5,15,Nicolle,273,149,620fcd4b80abb2af1634013b99bca31b,2013-02-01 17:42:48
270,3.41,0,0,0,0,0,0,0,0,0,0,1,6,,2,12,Kyle,99,41,64a4a924453126ad12166e3f3c0728a4,2011-10-19 00:24:21
271,3.87,4,0,4,3,0,2,5,1,3,0,2,80,,4,42,Aaron,375,272,82e8e9bbe74662a924c4c66291c7bb66,2011-04-25 19:37:24
272,3.55,134,3,134,52,1,7,127,12,220,6,36,576,"2012,2013,2014,2015,2016,2017,2018",47,481,Bobby,386,860,e95c250636c031d38edabf557f232a0f,2012-02-27 02:44:11
273,3.4,342,3,342,98,1,25,77,11,431,9,102,3546,"2014,2015,2016,2017,2018",196,2545,Adam,768,4489,9cb8d7ccf343679f240c3d9201aaeac0,2014-02-20 17:17:56
274,3.65,189,41,189,217,2,14,81,6,83,5,29,937,"2007,2008,2009,2010",34,889,Elizabeth,327,1123,5fbdae5f5619373cbc0cd21874ee8d20,2007-06-20 20:54:44
275,3.99,13,0,13,5,0,2,3,1,3,2,6,101,"2011,2012,2013",14,102,Chris,117,241,4904abac74b82f1328067b5fd448cba9,2009-06-12 08:20:39
276,3.75,0,0,0,1,0,1,1,0,1,0,2,50,"2017,2018",6,7,Toni,84,84,77687285ba2cda8965da255a5bca69fb,2016-10-27 14:06:52
277,3.92,198,0,198,62,1,11,52,53,94,4,84,2310,"2013,2014,2015,2016,2017,2018",100,1253,Kevin,899,3564,26d5323b6f3610842b84bb43a26fe327,2009-06-20 01:08:49
278,3.62,0,0,0,1,0,0,0,0,0,0,0,3,,0,2,Travis,101,15,440604e11655dc3f3fc3aa0ab339d22c,2015-07-12 15:19:33
279,3.73,5,0,5,1,0,3,2,1,5,1,1,80,,8,116,Dean,154,265,93a7a5b80424b0cf22fada762ac3ee2c,2008-12-02 16:32:26
280,3.58,432,20,432,261,24,33,241,111,449,21,254,4032,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",301,3330,Coty,1472,7463,d610d903fcb8e5df0ee638179907cca1,2009-01-05 14:21:40
281,4.26,116,1,116,35,0,2,29,120,105,2,7,480,,61,255,Jeff,295,774,45077aa4ae3bc3435ebe942c3fac5058,2012-08-21 03:46:30
282,3.8,0,0,0,0,0,0,1,0,0,0,0,14,,0,12,Liz,114,32,abd78582c9ffe1e5981f7fc3b27f4eed,2012-09-23 15:34:10
283,3.52,41,0,41,22,0,6,22,4,50,5,70,763,"2012,2013,2014,2015,2016,2017,2018",49,609,Margaret,610,1464,c6f0380486fe6cde62ee7da91799fc1b,2010-03-03 07:18:56
284,4.08,19,0,19,7,0,3,20,6,21,1,10,33,2017,5,26,Jake,60,110,0a19b9499b585eb7c0c97100e0bde1c0,2015-03-17 22:32:27
285,4.25,19,1,19,18,0,6,10,4,26,3,8,128,"2010,2011,2013,2014,2015,2016,2017",21,97,Amy,261,309,0b171440af2b4b3558a8bd6bf2c1f0e2,2010-08-01 04:22:19
286,3.67,5,0,5,1,0,0,2,0,0,0,0,16,2016,4,10,Trevor,45,49,a7a50c66a178b5c8b2f8766da09aecf8,2014-08-28 01:06:24
287,3.86,22,0,22,23,0,3,12,3,25,2,17,277,"2013,2014,2015,2016,2017",15,179,Michael,447,605,b8abfd1bb5f30e4ed51c77f1400dbdaa,2008-11-19 02:57:33
288,3.79,155,1,155,64,3,13,59,28,165,8,85,1009,"2011,2012,2013,2014,2015,2016,2017,2018",63,452,Miriam,777,2274,ef94b1607b641f11298010da84c5d287,2011-03-12 18:23:36
289,3.62,7525,98,7525,5327,77,765,2134,8401,5346,218,5710,43356,"2013,2014,2015,2016,2017,2018",482,38191,Joe,1633,46512,efbdae74befa3edd2170d21b87cb09b7,2011-11-14 23:56:19
290,3.27,4,0,4,1,1,0,2,0,1,0,1,23,,0,9,Michael,26,38,8aaca667b20dc5327e2511e7cd89a803,2010-05-06 17:17:16
291,4.0,10,0,10,1,0,0,9,7,11,0,2,204,"2016,2017,2018",28,126,Allen,151,378,6b14ba46e33d125cad3668ae3b705b99,2014-02-28 18:43:16
292,4.86,11,0,11,0,0,1,3,0,8,1,2,23,,10,13,Michael,50,69,f302bffd77b7386306f062396b27a7f8,2009-02-28 18:25:13
293,3.62,33,2,33,19,0,9,9,1,24,3,8,353,"2008,2009,2010,2011",16,339,Melissa,506,660,e2bc8a7084a66a0da16f1849d57f13d1,2005-10-28 18:41:10
294,3.75,7,0,7,4,0,1,7,0,9,1,3,85,"2012,2013,2014,2015,2016,2017",10,145,Melanie,187,396,8004bbf1cbaf2281b98eea17a13f66b9,2011-06-30 23:39:28
295,3.56,251,14,251,161,7,21,262,85,176,9,132,1927,"2012,2013,2014,2015",105,1524,Danielle,879,3457,b9067681a10454216ec56eb5212fa0cc,2009-06-29 19:44:03
296,3.7199999999999998,28,0,28,14,0,3,13,1,12,0,6,132,"2011,2012,2013,2014",5,170,Zach,257,473,41224573f7ad6d55927f228c177052e4,2009-09-02 00:55:39
297,2.0,0,0,0,0,0,0,0,0,1,0,0,2,,1,10,Brittany,27,35,62c376930bd57dc29d95eb3f12fc0c17,2015-02-10 03:21:39
298,3.18,1,0,1,1,0,0,0,2,3,0,0,48,,2,58,Stewart,80,134,46a1e5a215d2d0e09c5ab3afd39313a1,2013-12-23 16:19:47
299,3.8200000000000003,1,0,1,0,0,0,1,0,5,0,1,19,,5,19,Randy,59,39,a34315deec731a88704b11a1cc206706,2009-07-05 21:35:19
300,4.42,2,0,2,0,0,1,1,1,0,0,1,18,,3,6,Joshua,51,58,e82ef3e4cb66bf1ed3586a1bec0b64a2,2010-03-26 20:50:04
301,3.2800000000000002,8,0,8,8,0,1,5,1,17,1,2,78,,7,71,Daniel,223,156,e167d7c4bb4e07cbcadf89883aeec309,2010-08-18 16:55:21
302,4.17,23,1,23,7,0,4,6,2,5,0,8,143,"2014,2015,2016",7,100,Jessica,85,215,3a8ada04d951bdaf316ad9102fdbfb8b,2014-04-01 11:24:06
303,3.7800000000000002,26,4,26,29,2,17,39,8,47,4,18,481,"2013,2014",35,365,LuCy,508,955,5e08e424e7fc33fe8ae070931311121a,2007-03-28 16:36:39
